Crop_Type,Temp_14d_Avg,Humid_14d_Avg,Rain_14d_Total,Disease_Occurred
1,17.0,78.4,48.1,0
0,26.2,63.7,2.1,0
1,26.0,90.0,31.6,1
1,35.0,87.1,32.7,1
0,18.7,53.0,2.6,0
1,36.1,76.8,8.8,0
0,25.5,43.9,3.9,0
1,33.0,71.6,13.2,0
1,27.6,85.5,12.9,1
0,33.1,58.4,1.5,0
0,20.4,50.0,0.0,0
0,27.8,61.9,4.0,0
1,31.4,95.3,26.3,1
0,22.4,60.8,2.1,0
1,26.3,72.3,33.8,0
1,25.0,56.1,38.6,0
0,25.2,61.4,1.0,0
0,25.1,42.5,3.8,0
1,25.1,73.9,0.8,0
1,33.6,81.9,22.0,1
0,22.3,66.5,1.5,0
0,18.4,60.4,1.8,0
0,34.1,74.4,0.9,0
0,24.1,56.3,6.5,1
0,25.0,76.7,1.1,0
1,34.8,96.4,13.5,1
1,29.2,59.2,4.4,0
1,37.6,72.3,11.5,0
1,18.1,87.5,54.0,1
0,9.6,55.4,6.7,0
0,9.5,50.2,12.7,0
0,31.9,60.4,3.3,0
1,28.1,84.7,19.0,1
1,14.5,73.7,1.6,0
0,19.1,64.5,1.1,0
0,16.1,58.0,0.2,0
1,27.6,74.2,37.2,0
1,25.4,79.1,11.9,0
0,10.9,66.8,1.9,0
0,17.3,51.1,7.3,1
1,36.0,88.0,6.7,1
0,15.1,12.4,7.1,0
0,25.1,51.7,0.3,0
0,23.2,66.5,4.0,0
1,32.7,75.8,16.4,0
1,27.5,83.9,18.5,0
1,30.3,81.9,17.1,0
1,35.3,84.5,10.4,1
1,31.7,82.8,19.5,0
1,23.0,73.7,47.9,0
1,22.1,90.5,4.1,1
0,12.8,52.8,4.8,0
0,19.8,24.9,0.8,1
0,19.7,50.4,1.1,0
0,32.1,26.3,0.1,0
0,29.9,51.6,10.8,0
0,27.2,56.2,2.5,0
0,15.4,76.3,13.9,1
1,34.2,69.7,29.0,1
1,31.0,74.1,26.8,0
0,13.0,43.3,1.8,1
0,30.1,68.3,18.8,0
1,26.5,93.6,40.7,1
0,28.9,43.3,2.5,0
0,31.8,49.4,1.3,0
1,26.8,61.1,3.7,0
0,18.4,52.9,4.4,0
1,29.5,69.0,21.9,0
0,17.6,79.8,3.5,0
1,33.4,92.7,0.8,1
1,27.7,83.4,13.9,1
1,31.1,96.4,32.0,1
0,12.9,15.5,2.4,1
1,25.4,82.4,39.7,1
0,22.5,43.8,2.7,0
0,25.2,47.8,4.1,0
0,22.1,62.2,1.7,0
0,19.4,66.9,1.1,0
1,32.9,72.9,12.8,0
1,25.6,70.3,56.2,0
0,21.9,59.6,1.0,0
0,32.9,49.9,20.6,0
1,29.4,74.9,6.6,0
0,19.1,60.4,3.2,0
1,25.9,79.4,30.6,0
0,24.4,59.0,2.8,0
0,7.7,47.6,10.9,0
1,33.5,64.3,52.3,1
0,4.0,63.6,1.6,1
1,29.2,69.1,6.6,0
0,22.7,45.6,0.4,0
0,25.0,12.2,1.5,0
0,20.5,46.9,17.0,1
1,32.0,61.4,48.1,0
0,22.3,63.4,0.1,0
0,33.1,47.8,6.6,1
0,23.9,27.9,3.8,0
0,22.0,72.7,4.6,1
1,37.3,84.2,14.5,1
1,20.1,93.6,29.6,1
0,12.6,37.3,2.8,0
1,35.3,79.2,17.2,0
0,18.5,65.5,1.3,0
0,23.0,87.9,2.9,1
0,28.5,58.2,0.8,0
1,29.2,90.4,25.3,1
1,27.5,71.1,10.0,1
1,31.8,77.1,68.0,0
1,29.5,60.0,23.3,0
1,27.3,74.8,8.7,0
1,17.9,79.0,4.3,0
1,27.7,83.6,11.8,1
1,33.8,89.7,18.7,0
1,25.7,81.9,18.1,1
0,25.1,48.5,0.2,0
1,20.6,77.9,2.9,1
1,34.0,64.7,15.7,0
1,23.1,72.1,4.8,0
1,23.1,87.0,9.1,1
1,24.8,87.3,1.4,1
1,28.2,62.5,30.1,1
1,26.0,90.1,23.2,1
1,28.8,76.6,0.2,0
1,34.1,69.2,29.1,0
1,25.0,89.0,11.8,1
1,31.4,68.5,18.8,1
0,24.8,45.3,4.2,0
0,9.6,50.2,4.3,0
1,37.7,90.3,14.6,0
1,27.8,64.2,7.4,0
0,9.8,55.7,1.5,0
1,30.0,87.2,2.2,1
0,25.5,65.2,0.6,0
0,23.7,72.9,5.2,1
0,18.8,55.5,5.1,0
0,11.5,46.8,3.9,0
0,28.0,64.7,0.9,0
1,16.1,100.4,2.3,1
0,22.9,57.6,4.9,0
1,25.0,76.0,6.0,0
1,28.7,85.9,36.0,1
0,23.9,47.0,1.6,0
0,16.6,40.5,13.3,0
1,33.4,89.4,36.2,1
0,24.9,71.1,5.2,0
0,21.2,67.7,0.2,0
1,30.7,88.8,12.3,0
1,22.7,55.0,52.8,0
0,23.6,25.8,0.3,1
1,26.2,57.8,8.8,0
0,29.5,69.2,1.6,0
0,24.1,42.3,0.2,0
0,11.3,21.5,0.4,0
1,25.2,87.0,10.9,1
1,26.3,85.0,16.0,1
1,30.8,86.8,1.0,1
1,18.3,72.4,15.8,0
1,30.4,95.0,4.1,1
0,28.9,59.4,0.1,0
0,29.6,59.3,2.0,0
0,12.7,64.9,0.1,0
0,29.1,82.7,6.8,0
1,25.1,68.4,2.7,0
0,27.1,61.3,16.4,0
1,29.6,92.8,19.3,1
0,27.1,62.7,0.3,0
1,25.7,87.6,20.5,1
1,22.0,82.9,24.9,1
0,21.8,31.1,12.3,0
0,24.5,46.3,3.5,1
0,24.4,40.6,1.3,0
0,27.1,80.2,7.0,0
1,17.2,68.1,82.8,0
0,16.2,34.7,4.2,0
0,20.7,60.7,11.3,0
1,31.5,82.7,3.7,1
0,25.9,54.0,5.6,0
0,18.5,41.0,0.5,0
0,20.9,41.3,7.9,0
0,24.1,41.5,1.1,0
0,19.1,71.1,5.3,1
1,33.9,91.4,19.8,1
0,21.7,46.7,11.1,0
0,25.0,41.8,5.6,1
0,26.5,45.4,0.6,0
0,20.7,66.5,5.0,0
0,11.1,46.0,7.2,1
1,29.9,85.8,5.8,0
0,24.5,51.5,5.0,0
1,32.4,70.3,0.6,0
1,23.0,83.6,34.6,1
0,15.6,80.8,4.5,0
0,26.8,46.4,36.7,0
0,27.1,36.6,16.8,1
0,30.7,55.2,0.7,1
1,25.0,77.0,6.3,0
0,17.5,51.7,2.1,1
0,14.9,82.3,0.9,1
0,18.6,67.5,0.4,0
0,23.3,40.2,13.2,0
0,20.9,72.9,6.2,1
0,19.2,38.8,5.1,0
1,30.7,58.3,111.6,0
1,26.6,92.9,31.8,1
0,20.7,69.1,4.6,0
0,15.4,51.2,0.5,0
0,19.9,62.3,1.2,0
1,28.3,59.8,3.5,1
0,30.7,47.3,0.8,0
1,28.3,76.9,12.2,0
0,21.9,53.4,6.3,0
0,16.7,66.6,8.4,0
0,18.0,44.0,4.9,0
0,12.7,46.9,10.1,0
1,24.6,50.9,4.6,0
1,17.9,51.7,16.7,1
0,20.6,75.8,6.3,1
0,13.6,54.5,3.1,0
1,26.8,86.3,60.8,1
1,31.5,101.5,2.8,1
1,29.2,72.0,11.8,0
1,25.2,75.3,10.4,1
0,18.1,80.0,3.6,0
1,31.3,63.7,2.3,1
0,24.9,39.2,1.4,0
1,31.5,91.1,19.1,1
1,26.8,74.2,5.7,1
1,35.4,73.0,23.1,0
1,24.0,70.5,10.6,0
1,27.6,82.4,8.3,0
0,27.7,62.9,0.8,0
0,25.1,74.1,0.2,0
1,23.0,65.5,29.4,0
1,30.9,78.7,10.4,0
0,27.7,54.4,11.9,0
1,25.0,85.9,32.7,1
1,28.4,79.6,1.0,0
0,36.3,72.8,5.2,0
1,31.6,81.1,21.9,1
1,28.1,77.0,12.3,0
0,23.3,47.7,3.5,0
0,14.9,54.3,5.2,0
0,23.7,69.4,0.9,1
1,24.0,80.3,19.7,1
0,25.1,62.4,19.3,0
0,31.6,50.7,0.7,0
0,16.8,56.5,2.7,0
0,20.6,48.9,10.4,0
0,18.8,59.4,4.9,0
0,18.0,65.8,5.1,0
1,31.4,83.8,2.7,1
1,23.0,82.5,11.2,1
0,28.2,67.0,0.6,0
0,25.9,55.3,3.8,0
0,21.9,73.0,3.2,1
1,29.4,82.9,10.3,1
1,41.8,76.9,5.4,0
1,17.5,78.3,2.3,0
1,27.4,82.6,3.7,1
1,30.4,60.5,16.0,0
1,30.5,79.4,9.5,0
1,26.7,64.0,28.5,0
1,35.1,75.8,8.3,0
1,31.3,72.0,1.1,1
0,23.8,51.3,2.2,0
0,25.8,50.8,0.7,0
0,16.9,54.8,1.1,1
0,21.6,58.6,12.8,0
1,32.6,69.5,21.5,1
1,32.3,68.1,1.1,0
0,25.5,64.3,3.6,0
1,25.7,72.4,9.4,0
0,17.2,56.1,0.1,0
1,31.4,78.6,20.3,0
0,8.9,47.1,0.6,0
1,25.2,84.8,14.4,1
1,30.7,81.5,17.3,1
0,27.2,69.2,0.7,0
1,25.6,71.7,5.7,0
0,21.5,29.7,2.6,1
0,22.9,47.2,0.3,0
0,40.5,75.4,4.1,0
0,18.4,39.8,4.5,0
1,24.6,89.7,2.9,0
1,33.0,93.7,30.5,1
1,23.7,84.8,5.6,1
0,17.4,79.1,12.6,1
1,23.9,67.8,10.3,0
0,15.6,54.9,2.6,0
1,31.4,86.0,3.3,1
1,22.9,76.3,32.0,0
1,25.5,68.5,2.2,0
0,18.9,74.9,4.3,1
1,21.6,82.1,9.5,1
1,34.8,92.9,40.3,1
0,32.0,59.6,7.1,0
1,30.2,75.0,25.5,0
0,14.3,52.9,2.1,0
1,33.5,58.1,19.3,0
0,19.2,63.2,0.6,0
0,22.0,73.4,19.9,0
1,32.9,66.0,8.6,1
0,22.5,44.1,4.5,0
0,17.6,35.0,9.3,0
0,23.4,73.8,7.2,1
0,24.0,34.2,10.1,0
0,21.7,62.5,0.8,0
0,21.3,59.6,10.1,0
1,24.7,77.6,25.8,0
0,20.2,76.8,3.3,1
0,15.9,23.7,2.4,0
1,34.9,81.2,9.0,1
1,22.0,88.9,6.5,1
1,30.8,96.4,20.9,0
1,29.0,103.9,15.8,1
1,27.4,85.7,12.6,0
1,31.6,111.1,5.6,1
1,25.9,75.5,12.4,0
0,26.4,35.9,5.3,0
0,17.6,52.9,1.6,1
1,36.0,87.3,0.1,1
0,22.5,47.3,12.7,1
0,9.4,85.6,14.5,0
0,21.7,44.0,1.4,0
1,39.4,67.7,8.8,0
1,34.4,80.1,21.8,1
0,26.4,63.1,17.2,0
1,31.6,103.9,0.6,1
0,35.1,44.7,4.1,0
0,25.0,29.6,0.5,0
0,27.0,71.1,23.4,0
0,9.6,54.7,2.9,0
1,31.6,83.5,4.6,1
1,21.9,68.8,14.4,1
1,27.3,75.8,38.8,0
0,20.0,34.9,2.4,1
1,28.2,96.1,89.1,1
0,14.9,51.7,14.7,0
1,31.0,64.4,25.6,1
0,22.2,70.6,7.5,1
0,16.0,57.0,0.7,0
0,27.7,89.9,17.3,0
1,28.4,72.9,36.8,1
1,18.9,72.9,47.4,0
1,21.0,97.0,0.8,1
1,32.4,68.8,59.4,0
0,17.4,56.0,13.6,0
1,33.1,85.0,20.9,1
1,30.0,82.0,14.6,0
0,15.6,56.2,4.5,0
0,21.8,33.9,15.0,0
0,32.0,46.2,4.6,0
1,21.1,75.6,67.6,0
0,20.5,54.0,1.3,0
0,20.4,54.8,0.4,0
0,22.9,56.5,9.6,0
1,30.0,84.5,14.2,1
0,24.9,65.9,19.8,0
1,24.5,73.4,31.5,0
1,33.2,75.9,16.2,1
0,21.3,51.8,5.5,0
0,35.7,42.2,1.0,0
1,23.7,79.9,16.4,0
0,20.9,38.0,2.0,0
0,21.4,55.2,7.2,0
1,25.5,78.5,28.1,1
1,24.2,68.7,4.1,0
0,19.5,40.1,6.0,0
1,21.5,61.5,16.5,0
0,23.3,48.3,12.6,0
0,28.2,25.7,10.7,1
0,19.8,58.2,5.5,0
1,24.8,79.6,4.2,0
0,10.9,48.6,2.4,0
0,16.9,68.9,0.6,0
0,22.9,66.6,3.8,0
1,33.8,74.9,14.8,0
1,28.5,69.2,55.2,0
1,29.8,85.0,5.7,0
1,29.5,74.9,4.5,0
1,36.9,80.1,2.4,1
0,39.6,38.9,8.5,0
1,31.0,89.6,16.2,1
1,22.7,77.4,21.9,0
1,21.0,92.0,47.5,1
0,21.4,42.4,7.1,0
1,32.9,79.9,6.2,0
1,32.1,84.2,1.9,1
0,16.2,46.9,1.4,0
1,23.9,68.7,2.9,0
0,12.2,85.3,2.1,0
0,23.6,61.3,2.0,0
0,28.6,46.8,1.4,0
0,14.0,65.9,4.1,0
0,14.8,65.5,10.0,0
1,20.6,67.4,15.7,0
0,18.2,64.9,5.7,0
0,31.7,61.2,5.4,0
1,25.0,89.1,16.9,1
0,13.0,41.2,3.1,0
1,28.4,87.6,21.7,1
1,27.0,76.9,24.7,0
1,26.7,90.8,1.9,1
0,17.4,40.3,7.4,0
0,20.4,73.5,4.5,0
0,18.1,51.1,16.3,0
1,20.4,77.8,54.2,0
0,23.3,37.0,14.4,0
0,28.5,58.2,3.2,1
0,18.9,58.3,24.7,0
1,30.4,62.5,7.3,0
1,29.3,91.9,142.8,1
0,17.4,47.5,0.9,0
0,19.9,66.6,0.6,0
0,15.7,61.4,2.8,0
0,20.0,80.1,22.7,0
1,26.6,58.0,14.0,0
1,31.1,83.8,55.8,1
1,28.8,91.6,35.0,1
1,19.8,71.0,12.6,0
0,21.7,56.7,0.5,0
0,20.9,32.5,2.8,0
0,19.1,78.8,2.0,1
1,22.5,79.3,5.4,1
0,24.6,66.1,3.3,0
1,31.0,74.4,4.4,0
1,23.5,96.8,53.6,0
0,27.1,55.3,11.7,0
0,30.1,32.3,0.9,1
0,14.0,22.3,4.6,0
1,28.5,81.5,0.4,1
0,13.5,67.0,12.0,0
1,18.5,83.1,10.0,1
0,25.2,56.4,3.5,0
1,20.3,91.5,38.7,1
1,25.4,74.8,29.3,0
0,17.7,64.7,1.9,0
1,25.1,68.2,3.2,0
1,32.6,79.1,53.2,0
0,27.8,54.7,8.2,0
1,24.1,62.3,5.2,0
0,22.6,49.8,1.5,0
1,31.4,73.9,38.1,0
0,24.1,54.1,1.1,0
0,16.9,46.9,2.4,1
1,21.3,97.7,54.5,0
1,29.6,65.9,19.1,0
1,36.5,68.9,24.0,0
1,24.9,77.2,11.1,0
1,27.8,86.6,7.6,1
0,10.2,54.7,8.4,0
1,26.4,81.2,16.7,1
0,19.8,47.5,10.7,0
0,21.0,79.6,3.0,0
1,25.6,91.0,15.6,1
0,22.5,55.6,3.8,0
0,22.8,61.4,1.8,0
0,19.5,70.3,5.4,1
0,24.6,35.9,0.3,0
1,17.0,96.0,27.6,1
0,23.0,34.3,13.7,0
1,25.6,88.4,11.2,1
1,26.9,78.6,52.8,0
0,25.8,58.9,2.1,0
1,30.5,86.3,8.6,1
1,24.3,73.4,5.8,0
1,23.7,73.9,14.0,1
0,20.9,53.3,2.2,0
1,34.6,82.1,64.2,1
1,27.2,105.0,0.8,1
1,22.7,76.5,22.0,0
0,32.1,80.0,3.0,0
1,26.2,63.3,15.4,0
0,19.0,74.9,5.2,0
0,21.0,64.6,6.5,0
0,21.6,33.2,10.5,0
0,21.8,66.6,3.4,0
0,18.3,66.2,11.5,1
0,22.2,65.4,5.7,0
1,29.4,70.0,0.7,0
0,19.9,49.4,2.3,0
1,24.7,81.9,14.0,1
1,37.5,90.2,16.3,1
0,29.0,44.1,2.8,0
1,33.9,95.4,7.4,0
1,24.2,83.8,8.8,1
1,30.0,77.2,0.2,0
1,28.6,84.6,6.1,0
0,20.7,69.6,6.4,1
1,21.6,76.2,14.6,1
0,26.0,81.5,11.9,0
1,33.2,80.9,10.6,1
1,27.2,76.7,7.8,1
0,20.1,28.3,5.6,0
1,36.6,79.0,40.3,0
1,23.9,83.7,58.3,0
1,24.3,88.6,54.2,1
0,17.3,65.6,2.9,0
1,26.3,82.3,65.6,1
0,26.7,46.6,3.7,0
1,31.8,62.6,26.2,0
0,30.7,69.1,6.2,0
0,21.2,71.9,1.5,1
1,33.1,79.6,9.5,0
1,27.7,70.8,95.8,0
0,22.0,32.8,1.3,0
0,26.2,65.7,1.3,1
1,19.3,93.3,13.9,1
0,18.2,97.4,3.5,0
1,28.9,93.5,2.8,1
1,23.2,76.6,14.6,0
1,25.2,65.1,9.7,0
1,21.7,78.3,6.2,0
0,24.0,39.3,4.2,0
1,26.0,72.5,45.1,1
0,21.4,64.2,0.0,0
1,28.3,74.0,8.3,0
0,27.8,59.5,5.4,0
1,28.4,69.6,6.7,0
0,27.1,61.0,0.9,0
0,24.7,51.1,1.9,0
1,25.8,97.2,5.9,1
1,25.8,67.9,13.3,0
1,28.7,79.5,20.5,0
1,33.1,78.1,7.2,0
0,25.5,76.2,4.2,0
1,29.7,70.1,4.7,0
0,11.4,60.5,14.8,0
0,19.7,58.0,0.6,0
1,27.8,67.7,9.1,0
0,20.8,39.4,1.6,0
0,18.9,67.8,7.8,0
0,22.2,62.7,1.8,0
0,22.6,50.2,2.9,1
1,29.0,63.8,13.2,0
1,31.5,71.6,4.2,0
1,30.3,76.4,57.0,0
1,21.8,73.2,1.0,0
0,24.7,86.5,14.4,1
0,21.4,84.1,3.6,1
1,19.9,54.9,24.5,1
1,26.6,78.9,13.7,0
1,30.6,73.5,83.9,1
0,23.8,51.4,6.1,0
1,33.9,81.4,13.1,1
1,41.5,77.7,4.2,1
1,33.5,94.4,2.1,1
0,7.4,65.3,4.4,0
0,14.5,51.0,21.8,0
0,15.3,73.0,0.5,1
0,18.4,29.9,5.2,0
0,23.0,75.4,1.6,0
0,15.4,67.3,0.3,0
0,10.6,76.7,2.3,0
0,24.2,37.1,2.8,0
1,31.6,74.5,13.3,0
1,23.4,74.3,1.8,0
0,25.7,40.3,2.5,0
0,8.7,47.2,0.5,0
1,34.2,92.3,6.7,1
0,18.6,46.0,0.1,0
0,18.1,44.5,1.6,0
0,18.2,58.1,0.7,0
1,34.4,70.2,16.3,0
1,23.9,83.2,15.4,1
1,31.4,65.0,41.0,1
1,20.6,96.7,5.1,1
1,16.7,76.5,49.0,0
0,13.6,32.2,9.1,0
1,20.1,90.8,34.1,0
0,22.2,71.4,2.5,1
0,21.1,70.9,2.1,0
1,27.1,51.0,10.3,0
1,30.5,79.1,18.3,0
0,20.6,41.6,2.1,0
0,25.9,38.5,3.9,0
0,25.9,56.2,2.7,0
1,31.4,81.7,36.3,1
1,33.9,84.0,6.7,1
1,28.5,56.9,16.4,0
1,34.1,64.2,17.6,0
1,21.4,87.7,1.8,0
0,22.0,31.8,9.2,0
1,25.0,91.7,10.4,1
0,22.8,55.4,0.9,0
0,17.7,67.1,8.8,0
0,21.3,64.0,5.4,0
1,23.9,101.1,4.2,1
1,34.8,81.3,26.6,1
1,29.7,74.1,13.9,1
0,26.1,22.7,0.8,0
0,31.9,64.3,12.4,0
0,16.0,79.3,0.0,0
0,33.9,60.9,2.7,0
0,17.2,55.6,1.1,0
0,25.2,59.6,0.6,1
1,23.0,85.2,17.4,1
1,33.8,67.8,4.2,0
1,22.4,73.7,7.5,0
1,26.9,88.4,5.6,1
0,28.8,42.4,17.7,0
0,23.2,71.4,0.9,1
1,38.9,81.9,44.1,1
0,23.5,61.0,3.4,0
1,26.4,81.2,7.9,1
1,18.2,74.1,11.5,0
1,30.5,71.1,14.5,0
0,27.2,29.6,0.4,0
1,32.1,88.2,25.2,1
1,39.0,76.4,0.8,0
1,28.0,95.3,8.8,1
0,30.3,70.3,10.2,0
0,24.0,77.5,10.7,1
1,41.2,86.0,27.7,1
0,22.3,65.8,4.8,0
0,23.1,50.9,6.9,0
0,27.2,47.5,0.4,0
0,25.5,32.4,13.7,0
0,32.2,43.4,2.1,0
0,14.0,75.0,0.3,0
0,31.3,59.8,3.9,0
0,21.4,50.0,1.4,0
0,23.6,54.4,4.0,1
0,21.0,41.9,13.6,0
1,22.3,80.9,0.0,1
1,29.2,72.8,49.2,0
0,18.5,58.5,4.6,0
1,23.5,90.6,12.4,1
1,30.7,72.7,7.2,0
0,24.9,41.9,0.7,0
0,26.9,42.4,1.5,0
0,21.3,57.2,4.8,0
1,35.7,72.2,21.5,0
1,23.9,65.4,2.2,0
0,33.2,55.5,1.4,0
0,28.5,46.4,11.4,0
0,19.1,54.3,10.6,0
1,27.9,86.8,8.4,1
1,28.3,76.3,15.9,0
1,37.5,71.2,26.0,0
1,24.1,71.3,0.8,0
0,26.3,61.7,1.5,0
0,21.0,41.2,1.3,0
0,22.9,68.1,2.2,0
0,31.5,45.8,3.0,0
1,27.2,84.4,16.5,0
1,26.1,66.8,4.6,1
0,21.1,36.8,4.7,0
0,27.8,50.4,4.2,0
1,27.7,72.5,34.4,0
0,21.9,74.2,0.6,0
1,33.4,69.2,31.2,0
0,5.7,52.8,2.6,0
0,20.2,49.6,0.3,0
0,18.7,38.5,2.2,0
0,35.8,83.0,5.3,0
0,19.6,56.9,0.3,0
0,27.9,56.9,0.6,0
0,19.1,35.4,1.9,0
1,28.1,68.0,32.4,0
1,34.0,79.7,24.5,0
1,30.6,76.7,17.2,0
1,32.1,73.7,0.9,1
1,29.5,76.4,10.0,0
0,20.7,69.5,3.9,0
0,17.5,60.4,0.6,0
1,34.7,89.3,3.9,0
0,18.4,62.5,8.6,0
1,19.5,90.1,6.1,0
1,41.2,83.0,8.9,1
0,30.3,34.8,11.6,0
0,16.0,50.0,4.9,0
0,21.1,59.6,15.0,0
1,25.0,81.4,44.8,1
0,27.8,62.4,0.8,0
1,26.2,87.4,2.8,1
1,26.0,80.8,6.4,0
1,32.6,78.2,81.1,0
0,14.7,55.9,12.7,0
0,27.5,70.3,1.1,0
1,22.8,87.0,11.5,1
0,20.6,77.0,7.9,1
0,14.9,65.2,1.6,0
0,19.9,46.2,1.2,0
1,32.8,91.3,2.0,1
1,18.3,89.8,28.3,1
0,21.6,55.4,9.1,0
1,21.8,86.1,22.6,1
0,35.9,47.1,3.0,0
0,29.4,54.9,8.1,0
0,19.1,33.8,8.7,0
0,30.4,56.7,2.2,0
1,25.8,77.1,31.6,0
1,31.5,75.6,8.5,1
1,23.4,78.9,24.6,0
0,21.1,52.5,16.1,0
0,19.4,74.1,2.0,1
0,38.7,39.4,5.0,0
1,17.6,77.6,11.9,0
0,10.1,32.5,6.6,0
1,25.4,86.8,18.8,1
1,26.8,57.0,7.5,0
1,26.7,78.1,23.0,0
1,27.1,91.0,17.6,1
1,32.5,80.7,1.7,1
1,38.3,65.6,33.9,1
0,18.9,53.1,8.1,0
0,21.9,33.7,6.8,0
1,18.3,80.0,72.8,0
1,20.0,73.4,26.3,0
0,22.7,35.7,1.7,0
1,29.7,71.9,6.7,0
1,26.2,85.0,30.1,1
0,21.5,59.6,5.7,0
1,30.2,79.0,15.5,0
1,29.8,73.2,20.7,0
1,30.5,77.7,7.7,0
0,29.8,57.1,0.5,1
0,18.7,62.6,6.2,0
0,30.1,48.0,16.5,0
1,24.9,53.8,9.4,0
1,28.7,76.7,11.5,0
0,25.0,62.9,3.3,0
1,21.1,89.0,5.4,1
1,24.2,75.4,5.5,1
1,16.7,83.4,41.3,1
1,22.5,73.8,9.5,0
1,22.1,90.0,17.2,0
0,19.7,36.0,13.8,0
1,22.0,88.1,2.7,0
0,16.9,47.8,1.0,0
1,28.2,76.9,9.5,0
0,11.0,64.2,1.7,0
1,26.8,82.9,2.1,1
0,26.2,24.6,2.2,0
1,31.5,105.0,4.5,1
0,24.4,74.8,0.5,1
1,32.8,86.6,19.8,1
0,28.0,72.7,0.1,0
1,34.1,67.9,4.9,0
0,28.4,51.1,1.5,1
0,29.6,62.4,0.4,0
1,21.9,94.2,18.9,1
1,24.2,76.9,1.4,0
0,32.2,57.2,3.6,0
1,26.3,79.3,8.2,1
0,19.8,67.1,4.4,0
0,20.0,54.4,0.4,0
0,25.5,61.9,4.8,0
1,24.6,88.2,24.7,1
0,18.9,39.7,2.7,0
0,11.5,52.3,0.1,0
1,20.1,71.8,40.3,0
1,27.9,91.6,2.8,1
1,26.6,66.0,1.3,0
1,27.5,91.1,27.3,1
0,20.2,75.2,7.7,1
0,21.9,65.6,3.1,0
0,23.3,74.3,1.0,1
0,34.9,48.0,8.9,0
1,28.8,91.6,4.4,1
0,23.5,28.1,0.3,0
0,20.3,58.7,1.3,0
1,36.0,81.0,11.9,1
0,16.7,59.0,0.8,0
0,30.8,45.7,4.3,0
0,19.0,45.9,4.3,0
0,14.3,55.9,5.4,0
0,21.6,29.5,18.6,0
0,17.1,57.8,4.7,0
1,31.4,89.6,17.8,1
1,31.8,80.0,17.5,0
0,13.4,51.6,0.0,0
0,7.7,57.9,3.0,1
1,24.7,59.5,2.9,0
0,24.2,76.8,7.2,0
0,12.6,61.9,1.3,0
0,19.6,43.6,0.6,1
1,24.2,76.1,4.4,0
0,19.6,54.4,5.1,0
1,23.7,73.3,21.2,0
0,25.3,41.0,4.2,0
1,29.3,76.6,22.4,0
1,25.3,98.2,58.0,0
0,14.4,78.0,15.7,0
1,32.2,73.7,108.5,0
0,27.2,14.4,1.7,0
1,24.4,70.8,11.7,0
0,24.3,65.5,0.4,0
0,24.2,56.9,0.0,0
1,32.7,87.8,1.9,1
0,18.1,46.8,8.3,0
0,26.3,54.2,1.0,1
1,28.1,81.4,3.7,1
0,11.5,44.6,1.6,1
0,24.8,44.5,0.0,0
1,26.8,84.7,4.1,1
1,33.0,91.3,7.7,1
0,29.1,52.8,3.0,0
0,20.5,37.6,3.9,0
1,35.3,77.1,22.8,0
1,35.2,82.8,15.6,1
0,28.3,53.8,4.4,0
1,30.8,90.9,10.2,1
0,19.0,73.0,2.5,0
0,15.7,81.8,2.6,1
0,22.9,44.8,7.4,0
0,26.9,60.0,3.3,0
0,11.7,49.1,2.5,0
1,23.0,70.8,39.5,0
1,23.2,85.2,8.4,0
1,32.5,72.3,43.3,0
1,18.3,56.2,41.4,0
0,34.4,57.4,9.4,0
0,26.9,52.1,6.7,0
0,9.3,61.2,3.7,0
0,31.9,45.6,9.9,0
1,16.9,68.3,23.3,0
0,27.2,59.9,2.7,1
0,29.2,55.1,0.1,0
1,31.4,75.8,6.7,0
1,22.5,86.9,0.7,1
1,32.5,73.9,32.2,0
1,35.7,95.7,35.1,1
0,16.3,41.4,3.8,0
0,16.8,53.1,6.3,0
1,26.1,67.0,5.2,0
0,17.0,23.4,3.9,0
0,10.2,32.8,0.2,0
0,34.0,82.5,6.1,0
1,31.7,74.0,58.8,0
0,13.0,54.8,0.3,0
1,30.2,72.5,15.3,0
0,24.3,37.4,2.1,0
0,18.5,51.1,1.3,0
0,33.2,42.2,1.5,0
1,40.2,84.4,65.9,1
0,37.2,40.1,13.1,0
1,22.4,72.5,6.1,0
1,28.1,96.9,1.4,1
1,24.9,89.0,21.8,1
0,33.6,58.9,10.7,0
0,28.6,42.9,1.2,0
0,24.5,65.0,2.6,0
0,13.9,41.5,1.0,0
1,26.5,63.7,9.8,1
1,24.4,78.1,1.9,0
1,20.6,98.1,11.3,0
0,28.1,107.9,0.8,0
1,21.8,84.5,5.8,1
0,17.7,38.1,1.2,0
1,32.7,80.6,3.6,1
0,19.8,59.3,2.5,0
0,16.8,41.6,4.1,0
1,24.6,91.6,3.1,1
1,33.3,67.1,16.7,0
1,36.8,79.7,1.8,0
1,30.2,72.8,11.5,0
0,22.1,38.0,0.7,0
1,24.1,88.5,13.1,1
1,32.4,84.8,10.7,1
1,25.9,67.0,37.4,0
0,29.8,69.4,4.4,0
0,11.0,68.5,0.4,1
1,26.2,87.0,21.0,1
0,13.2,45.0,2.1,0
1,28.5,98.1,57.5,0
0,38.0,56.5,12.6,0
0,28.7,58.5,1.4,0
0,23.2,63.1,2.9,0
0,21.6,67.4,0.1,0
1,22.7,79.5,4.8,0
